search_keyword;search_location;job_title;job_posting_link;company_name;short_description;location;posted_date;rating
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=42cca91c1845ee9c&fccid=b9b7573db0cc9a6c&vjs=3;Parry Labs;"
Produce software artifacts (e.g., software development plan, software design document, software version description, interface control document and…
";Dallas, TX;Today;
Software Engineer;Dallas;DevOps Engineer;https://indeed.com/rc/clk?jk=02acb5523d025e3a&fccid=12f1fd5dba253774&vjs=3;Copart;"
This role will interact with all functions in Copart's technology team to build out operational capabilities to support secure, scalable, fault-tolerant and…
";Dallas, TX;Posted 13 days ago;
Software Engineer;Dallas;Mid-level Software Engineer;https://indeed.com/rc/clk?jk=753482b081b74096&fccid=cba50e42f8f51b03&vjs=3;Data Ductus;"
Validate performance of software through robust test suites.
Ability to write robust test harnesses to validate software.
Experience with CI/CD pipelines.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;AWS Cloud Engineer;https://indeed.com/rc/clk?jk=87a779f5d9b566d4&fccid=4fab22f542766288&vjs=3;G-Research;"
Designing, deploying and maintaining a highly scalable and secure cloud platform.
We use open source tooling and best practices to increase the pace of delivery…
";Dallas, TX;Posted 2 days ago;
Software Engineer;Dallas;Senior Software Developer;https://indeed.com/rc/clk?jk=e3c0a96f767e777c&fccid=ebccda5f3ffbdcd6&vjs=3;BMS Re;"
Day to day responsibilities will include bespoke development, integrations (e.g., API development), Alteryx, AIR, and RMS, as well as include MS SQL scripting,…
";Dallas, TX;Today;
Software Engineer;Dallas;Front-End Developer;https://indeed.com/rc/clk?jk=6dc901a8922ff016&fccid=876913820b082041&vjs=3;JM Bullion;"
Our great benefits include medical, dental and vision insurance options, life insurance, disability insurance, generous paid time off, employee discounts, and a…
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Sr. Python Engineer;https://indeed.com/rc/clk?jk=4849735f93766dc8&fccid=90d0bb52c3bdc830&vjs=3;Real Geeks;"
Automated testing with pytest/unittest/similar.
We are looking for a seasoned full stack Python engineer to join our Lead Tools team.
";Remote in Dallas, TX;Posted 19 days ago;
Software Engineer;Dallas;Python Developer;https://indeed.com/rc/clk?jk=a2a8cbd917cbf446&fccid=3f7a01961c6792e3&vjs=3;Qatalys Software Technologies;"
Follows the appropriate software development life-cycle methodology.
Tests, debugs, and refines the coding solution throughout the development life cycle to…
";Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Front End Engineer;https://indeed.com/rc/clk?jk=7bdf15d8e84b4b06&fccid=b704562e07a2a03f&vjs=3;SADA;"
Onboarding/Training - The first several weeks of onboarding are dedicated to learning and will encompass learning materials/assignments and compliance training,…
";Dallas, TX;Posted 1 day ago;
Software Engineer;Dallas;Associate Director - Software Development;https://indeed.com/rc/clk?jk=9799aa73ccccc762&fccid=f7029f63fe5c906e&vjs=3;Verizon;"
Knowledge of product life cycle in Private Network and SHyN (Secure Hybrid Network).
Experience in cloud and container platform strategies, design, architecture…
";Remote in Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer- React Native (on-site onboarding, hybrid);https://indeed.com/rc/clk?jk=09143503ec2b8855&fccid=24afdbe98b08ab37&vjs=3;Ziosk;"
University degree in software engineering or computer science.
Minimum 3 years of experience developing React Native software applications.
";Dallas, TX 75251 (North Dallas area);Posted 8 days ago;
Software Engineer;Dallas;Software Engineer in Test - SmartTV;https://indeed.com/rc/clk?jk=0403e6daace14f1a&fccid=bd7fb54a464c7f44&vjs=3;Crunchyroll;"
Work closely with software development engineers and will give new work to the Quality Plan and educate various software engineering teams on writing…
";Hybrid remote in Dallas, TX;Posted 7 days ago;
Software Engineer;Dallas;Tech Lead - API Developer;https://indeed.com/company/Zenith-System-Solutions/jobs/Technical-Lead-50220c752c71ed21?fccid=f04d06e74c0d3650&vjs=3;Zenith System Solutions Inc.;"
10+ years experiences as a full stack software developer in Java and traditional and cloud native organizations.
Job Types: Full-time, Contract.
";Dallas, TX;Active 3 days ago;
Software Engineer;Dallas;Node.js Developer, Behavioral Health Member Platform;https://indeed.com/rc/clk?jk=541b6f5fdefa3fbd&fccid=e4487fb4861a7a3c&vjs=3;DataArt;"
The ability to work with version control systems.
Our client works in the B2B2C business field and helps customers to live with behavioral health issues.
";Dallas, TX;Posted 9 days ago;
Software Engineer;Dallas;Mainframe Developer;https://indeed.com/company/Mastech-Digital/jobs/Developer-4f012264c9376fdd?fccid=44432605a1a5bfa1&vjs=3;Mastech Digital;"
Mainframe developer to develop and maintain software applications in Agile manner to support business units or supporting functions.
";Remote in Dallas, TX 75201+2 locations;Active 2 days ago;
Software Engineer;Dallas;Developer – Angular JS;https://indeed.com/rc/clk?jk=50ce1364c478f678&fccid=b84c434970e2d3f2&vjs=3;eComchain;"
You will work in a team of high performance java developers, and communicate with the API using standard methods.
";Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Training and placement on Java;https://indeed.com/company/TechIntelli-Solutions,-Inc./jobs/Training-and-Placement-On-Java-31ccdf0d03081b38?fccid=79cc34aa0e752cb5&vjs=3;TechIntelli Solutions, Inc.;"
Wants software development, engineer and test experience from candidates.
Needs a Java software developer to test.
Nice to have:* SpringBoot, Gatling, Fitness.
";Hybrid remote in Dallas, TX 75204;Active today;
Software Engineer;Dallas;Senior Fullstack Engineer - US;https://indeed.com/rc/clk?jk=ba4ea91202e8ebe1&fccid=77c4887ac7871f3f&vjs=3;Placer.ai;"
Build a next-generation analytics web app and GIS related applications on React 16.8+, Node.js, Python and GIS softwares.
CS degree or equivalent experience.
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=354740202cbf1788&fccid=3d1346266670d830&vjs=3;PMG;"
1+ years of experience in developing software products using Node.
JS, PHP, Python or equivalent object-oriented languages.
";Dallas, TX 75224 (Oak Cliff area);Posted 23 days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=97d68a7cc89fa11f&fccid=9406e28a96262a80&vjs=3;Semperis;"
For security teams charged with defending hybrid and multi-cloud environments, Semperis ensures the integrity and availability of critical enterprise directory…
";Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Python Developer;https://indeed.com/rc/clk?jk=95a665b910a8a192&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;"
Demonstrated experience building robust, resilient platforms using Python-Flask, Django or similar Node / Java frameworks (ideally in an Azure / Docker…
";Dallas, TX 75204 (M Streets area)+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Engineer, Applications Development (Angular) - Remote;https://indeed.com/rc/clk?jk=71687c9ec5810b19&fccid=66530c16c7ccb793&vjs=3;GXO Logistics;"
Develop, test and maintain complex application software; comply with project standards and processes related to producing quality software products and…
";Remote in Dallas, TX;Posted 20 days ago;
Software Engineer;Dallas;ERP Database Engineer;https://indeed.com/rc/clk?jk=188958524f54b2e8&fccid=3a2773bb869cef0b&vjs=3;Pavlov Media Inc;"
Experience developing software in teams larger than seven people.
OpenERP (Odoo) software development experience is beneficial.
";Remote in Dallas, TX;Posted 21 days ago;
Software Engineer;Dallas;Software Engineer, Game Platform;https://indeed.com/rc/clk?jk=ccaa4c4459869069&fccid=a7b785e217800c28&vjs=3;Aurify Gaming;"
Occasionally, working with external software engineers to modify a company software product.
Integrating COTS into company software products.
";Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer in Test I, Analyst | Platform Solutions;https://indeed.com/rc/clk?jk=f6d5800a91aa8943&fccid=16a97ed26c75bf2d&vjs=3;Goldman Sachs;"
Use appropriate measures and KPIs to validate and report on software quality.
Able to co-relate real-time scenarios to software testing.
";Remote in Dallas, TX 75201;Posted 30+ days ago;
Software Engineer;Dallas;Software Integration Engineer - Top Secret;https://indeed.com/rc/clk?jk=d9cf1bf126591a8e&fccid=fd09b0e0062f9627&vjs=3;AMERICAN SYSTEMS;"
Monitor, investigate, and track software problem reports, originating from operational users and contractor software test engineers.
";Dallas, TX 75201;Posted 30+ days ago;
Software Engineer;Dallas;React JS Developer;https://indeed.com/rc/clk?jk=588d611df878d1a1&fccid=f827ee4cab5e49e8&vjs=3;TechBlocks;"
Familiarity with Git and version control systems.
Strong proficiency in React JS.
Experience with front-end development (Typescript, JSES6, CSS, HTML).
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Development Support Specialist;https://indeed.com/rc/clk?jk=7bbba83a895ec491&fccid=e3c34fabea26c902&vjs=3;University of Texas at Dallas;"
Stay updated on emerging trends in software testing and quality assurance.
Proven experience in customer support, preferably in software development.
";Hybrid remote in Dallas, TX 75235;Posted 1 day ago;
Software Engineer;Dallas;Software Quality Engineer;https://indeed.com/rc/clk?jk=16a65cd2cb7a545f&fccid=951ab475814d0147&vjs=3;Katalyst Healthcares & Life Sciences;"
Software Quality Engineer will create and execute or direct software validation protocols traceable to system/software requirements.
";Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Dallas, TX — Associate DevOps Engineer;https://indeed.com/rc/clk?jk=c92cb802752c6e71&fccid=d38efe2a78bef0b1&vjs=3;Liatrio;"
You have a hobby, academic interest, internship, or have just started your career working with software development, source control management, build tools,…
";Hybrid remote in Dallas, TX+2 locations;Posted 26 days ago;
Software Engineer;Dallas;SOFTWARE DEVELOPER;https://indeed.com/rc/clk?jk=b7ec972c5f06ac18&fccid=34fc911709e72a9a&vjs=3;STAND 8;"
Deliver solutions quickly, but working within a professional software engineering environment.
Experience with Advent Geneva or similar portfolio accounting…
";Dallas, TX;Posted 26 days ago;
Software Engineer;Dallas;React Web UI Software Developer - Hybrid;https://indeed.com/rc/clk?jk=fad78efe6b5a465c&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
Experience in systems analysis and programming of software applications.
Excellent oral, written, and interpersonal skills.
NET, C#, Microsoft SQL Server.
";Irving, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Java Full Stack Developer;https://indeed.com/company/PHOTON/jobs/Full-Stack-Developer-6b4ab574db9d4cc4?fccid=2991b2efe601571d&vjs=3;Photon;"
Experience working with source control systems (preferably Git Stash).
You have extensive web service platform and cloud architecture patterns (AWS is preferred…
";Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Asset & Wealth Management-Dallas-Associate-DevOps Engineer;https://indeed.com/rc/clk?jk=24b6ee8b7346c8cb&fccid=16a97ed26c75bf2d&vjs=3;Goldman Sachs;"
Our advisor-led wealth management businesses provide financial planning, investment management, banking and comprehensive advice to a wide range of clients,…
";Dallas, TX 75201 (Uptown area);Posted 8 days ago;
Software Engineer;Dallas;Applications Development Senior Manager;https://indeed.com/rc/clk?jk=ff4f74532284810c&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
Six (6) years of experience must include: Performing concurrent programming with core Java; Utilizing Spring Framework including Core, Integration, Batch, JDBC,…
";Remote in Irving, TX+2 locations;Today;
Software Engineer;Dallas;Senior Software Engineer, Content Delivery;https://indeed.com/rc/clk?jk=11c4f26d364dec17&fccid=bd7fb54a464c7f44&vjs=3;Crunchyroll;"
You code and build quality and scalable software taking on the hardest problems that can be used by others.
Enjoy working with engineering teams on day-to-day…
";Remote in Dallas, TX+2 locations;Posted 23 days ago;
Software Engineer;Dallas;Software Developer;https://indeed.com/rc/clk?jk=fc4754d2a06a68f8&fccid=cba50e42f8f51b03&vjs=3;Data Ductus;"
Expertise in version control (git preferred).
Operate in a customer-first mindset to deliver software that meets the needs of clients.
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Fullstack Engineer;https://indeed.com/rc/clk?jk=6fcf49d0d071e178&fccid=784ed0ea1f56bb8a&vjs=3;Apexon;"
Build cloud native micro services.
Design, build, test and deploy highly scalable, high-volume Java based Web Services.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Sr. Software Engineer;https://indeed.com/rc/clk?jk=9219b8c0cb20cc3f&fccid=2ec2bebc6c0b982f&vjs=3;CorVel Corporation;"
Apply sound software engineering processes, including iterative development, unit testing, source code control, inspections and reviews.
";Remote in Dallas, TX 75231+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Software Developer / Engineer;https://indeed.com/rc/clk?jk=d87f77b2d87c2ecf&fccid=7535831fd135f3b5&vjs=3;SMA, Inc.;"
You may be required to provide evidence of COVID-19 vaccination and/or agree to follow safety protocols to comply with the requirements of SMA clients, and…
";Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Senior Software Engineer – Backend;https://indeed.com/rc/clk?jk=3aa34c3f24c16a07&fccid=78b9007e9c9c2bd4&vjs=3;Swirlds Labs;"
Systems programming experience including providing services to other software (e.g. operating systems, computational science applications, industrial automation…
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Senior Frontend Engineer at Early Stage Startup;https://indeed.com/rc/clk?jk=8b390322a48d7723&fccid=09e02654c2f26bbd&vjs=3;Recruiting From Scratch;"
Work collaboratively with other engineers to provide code reviews, encourage best practices, and iterate on our APIs.
";Remote in Dallas, TX 75205;Posted 30+ days ago;
Software Engineer;Dallas;Full-Stack Dev (Java, Python, React, Angular) - Internal Use;https://indeed.com/rc/clk?jk=5020b72afe457e96&fccid=be448956674c2684&vjs=3;Allata LLC;"
They are using react on the front end but the team is somewhat split between frontend and backend but ideally this person can be full-stack.
";Dallas, TX 75207 (Near East area);Posted 27 days ago;
Software Engineer;Dallas;Software Engineer II;https://indeed.com/rc/clk?jk=a44c154ee8d1f98f&fccid=d108b7465e2824ee&vjs=3;Jewelers Mutual Insurance Company, SI;"
Thrives on collaboration, working side by side with people of all backgrounds and disciplines.
May design framework and software standards and make suggestions…
";Dallas, TX 75206 (M Streets area);Posted 30+ days ago;
Software Engineer;Dallas;Software Engineering Manager | Brand Platform;https://indeed.com/rc/clk?jk=8f987d5f23f6ab26&fccid=e0117173550b758a&vjs=3;LTK;"
Recruit and hire software and quality engineers.
As the leader of one of our development teams, you will be responsible for conducting, leading and coordinating…
";Remote in Dallas, TX 75219;Posted 30+ days ago;
Software Engineer;Dallas;Backend Development Lead, Data;https://indeed.com/rc/clk?jk=0c68858c1348b7fd&fccid=3d1346266670d830&vjs=3;PMG;"
Work with a world-class team of engineers, collaborate with designers and product managers to ship new components and features.
Solid knowledge of RESTful APIs.
";Dallas, TX 75224 (Oak Cliff area);Posted 17 days ago;
Software Engineer;Dallas;.Net developer (azure data factory);https://indeed.com/rc/clk?jk=888ea43e998f1cbe&fccid=5b5ea8923be4052d&vjs=3;Vantage Point Consulting;"
Backend, Integration, Micro Service, Azure Functions, and API (Apigee) development.
Preferably also some Blazor and/or Angular/ReactDatabases (MS SQL Server and…
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer - Data, Reporting and Analytics Team;https://indeed.com/rc/clk?jk=32493e027a01c9b8&fccid=dcfe010109577a14&vjs=3;Sixth Street;"
Minimum of 3-5 years of experience in professional software development.
The Data, Reporting and Analytics team leverages technology to scale Sixth Street’s…
";Dallas, TX 75201 (Uptown area);Posted 30+ days ago;
Software Engineer;Dallas;Software Developer (FileMaker);https://indeed.com/company/HIGH-POINT/jobs/Software-Engineer-0583ccf2ae3a149a?fccid=ea17eef5c36d46dc&vjs=3;High Point;"
A typical day in this role will involve multiple aspects of software development.
The developer works in conjunction with our team to develop our in-house…
";Hybrid remote in Dallas, TX 75251;Posted 30+ days ago;
Software Engineer;Dallas;Senior/Staff Backend Software Engineer (Hybrid);https://indeed.com/rc/clk?jk=3e667c93ea89d939&fccid=d709010bf50f2482&vjs=3;Apixio;"
At least 3- 5 years of experience in software development, with a focus on Java and related technologies.
Mentor and guide junior engineers, fostering a culture…
";Hybrid remote in Dallas, TX;Posted 30 days ago;
Software Engineer;Dallas;UI Developer;https://indeed.com/rc/clk?jk=e4e6aea2a188c706&fccid=0ece62d450ad2fb1&vjs=3;The Beneficient Company Group USA LLC;"
Comfortable coordinating tasks with all levels of colleagues.
The UI Developer will be responsible for developing the front-ends for both customer-facing and…
";Dallas, TX 75201;Posted 30+ days ago;
Software Engineer;Dallas;Net Lead Developer;https://indeed.com/company/iappsdata/jobs/.NET-Developer-74153cd5705cd0ce?fccid=cdb4db21dc7f698f&vjs=3;iAppsData;"
Effectively leading teams and mentoring junior software engineers.
15+ years’ experience developing web and Windows desktop applications.
";Hybrid remote in Dallas, TX 75201;Active 2 days ago;
Software Engineer;Dallas;Java Developer - remote position;https://indeed.com/rc/clk?jk=716596ec59fd0f4a&fccid=9519b78d91690a4e&vjs=3;Eagle Creek Software Services;"
An Eagle Creek, an Eviden business, Consultant will work in a team environment for the successful development and implementation of Java applications from…
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineers;https://indeed.com/rc/clk?jk=570dbe1c6b5eee50&fccid=87bb4c4ecf6d2a92&vjs=3;IkonIT Solutions;"
Gather, analyze, design, write code, document, customize, maintain, test, and modify software and computer applications using any combination of the following…
";Irving, TX;Posted 10 days ago;
Software Engineer;Dallas;Software Engineer II;https://indeed.com/rc/clk?jk=44c9db6db91ec313&fccid=7bf7755aff6ae804&vjs=3;InSite Services;"
Assist in software project planning activities.
Excellent written and oral communication skills.
Ensure that all software projects have appropriate design…
";Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Lead Mobile Software Engineer;https://indeed.com/rc/clk?jk=99e4168ae335bdc8&fccid=d723225da214c842&vjs=3;Caterpillar;"
Mentor and assist software engineers, providing technical assistance and direction as needed.
Maintains high standards of software quality within the team by…
";Hybrid remote in Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer II;https://indeed.com/rc/clk?jk=44c9db6db91ec313&fccid=7bf7755aff6ae804&vjs=3;InSite Services;Overview Job Code: DAL07676 City: Dallas, TX Full Time Job 100 Description InSite Services is actively seeking a software engineer with a background in C# …;Dallas, TX+1 location;Posted 30+ days ago;
Software Engineer;Dallas;GCP DevOps/SRE Engineer;https://indeed.com/company/SAM-NETWORK-SYSTEMS/jobs/Development-Operations-Engineer-adeb85c96e4b66c7?fccid=6c9457f33073b0a5&vjs=3;SAM NETWORK SYSTEMS;Job Title: GCP DevOps/SRE Engineer Location: Dallas, TX Pay Term: C2C & W2 Job Description: * Bachelor’s or Master’s Degree in Computer Science and/or…;Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Sr. Java Full Stack Developer;https://indeed.com/company/Cognize-tech-solutions/jobs/Full-Stack-Developer-4c8d9bf6e18f9252?fccid=f4398aa555827ed9&vjs=3;Cognize Tech Solutions;*Hiring Only W2 Candidates Location: Dallas, TX - 12- 15 Years of experience (Only Locals are allowed) Required Skills: Angular experience with 6-7…;Dallas, TX 75201 (Downtown area);Active 14 days ago;
Software Engineer;Dallas;Java Developer;https://indeed.com/rc/clk?jk=17f5181507f9e80f&fccid=a11787f1907fb40d&vjs=3;Advaana;Are you interested in using your software engineering skills to build numerical systems that enable running computationally intensive financial models at scale…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Developer Consultant;https://indeed.com/company/Clover-International/jobs/Software-Engineer-7503b691069f9a4b?fccid=e8196ac1c9118adf&vjs=3;Clover International;Software Developer Consultant/ Technical Consultant (Onsite) Dallas-Fort Worth Metroplex As software consultants, our teams work on a wide variety of…;Dallas, TX;Active 3 days ago;
Software Engineer;Dallas;Sr Java Backend Developer;https://indeed.com/company/PHOTON/jobs/Back-End-Developer-c14073301030c107?fccid=2991b2efe601571d&vjs=3;Photon;*Role: Sr Java Backend Developer Location: Dallas, TX/ Ny/NJ/Atlanta, GA/Chicago, IL Duration: Full Time Interview : Video interview Bachelor's…;Remote in Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Software Engineer 2;https://indeed.com/rc/clk?jk=08d2e9dc71784427&fccid=02bd2bdda97deebf&vjs=3;Hearst Media Services;What is the Role? Looking to work on new distributed technologies? The Platform and Modernization organization at Homecare Homecare Homebase, LLC (HCHB) is…;Dallas, TX 75206 (M Streets area)+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Software Development Consultant;https://indeed.com/rc/clk?jk=aacd0e554981a2ec&fccid=9da453d356968690&vjs=3;WCI Data Solutions;Software Development Consultant Build An Exciting Career at WCI Consulting Job Position: Software Development Consultant Job Location: Dallas, Texas Required…;Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Virtual Desktop Engineer;https://indeed.com/company/Plaxonic-Technologies-Inc./jobs/Virtualization-Engineer-5c0354c5f6355694?fccid=1d747e56a71bcfed&vjs=3;Plaxonic Technologies Inc.;"Title- Virtual Desktop Engineer – Citrix And Azure *Location: Alpharetta, GA; Boston, MA; Charlotte, NC; Chicago, IL; Colorado Springs, CO; Conshohocken, PA…";Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Manager, Software Engineering;https://indeed.com/rc/clk?jk=8bb15f05d74df0ba&fccid=317a3c04ed06f798&vjs=3;Veritone;WE ARE VERITONE We are driven by the belief that Artificial Intelligence is mankind's greatest invention. It is the key to building a safer, more vibrant,…;Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Sr .Net Developer;https://indeed.com/company/Diverse-team/jobs/Senior-.NET-Developer-2bc383e63e3b3512?fccid=36e2894f709196a3&vjs=3;diverse team;*Job Title: .Net Developer Location: Dallas TX FTE Note: Must have 7 + Years of experience in .Net Development Important Points: *This role is…;Dallas, TX;Active 2 days ago;
Software Engineer;Dallas;Jr .Net Developer;https://indeed.com/company/Oak-Technologies-Inc/jobs/.NET-Developer-c1f141e63d8d5fd2?fccid=653e0fbe26102453&vjs=3;Oak Technologies Inc;JOB TITLE: .Net Developer LOCATION: hybrid (Remote) DURATION: 6+ Months Job Description: * Must have 10 years of experience in .NET Development and related…;Hybrid remote in Dallas, TX 75204;Active 3 days ago;
Software Engineer;Dallas;Senior Java Engineer III (Remotely within the USA);https://indeed.com/rc/clk?jk=e8f327c41d22af19&fccid=34970706f6e16c53&vjs=3;Businessolver;Since 1998, Businessolver has delivered market-changing benefits technology and services supported by an intrinsic responsiveness to client needs. The company…;Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;(USA) Software Engineer III;https://indeed.com/rc/clk?jk=37a6d00f36a6c689&fccid=822bc5d9a49270ea&vjs=3;Walmart;"Position Summary... What you'll do... Requires knowledge of: Test case preparation; Test Objectives; Test Strategy; Test types; Test tools (E.g. -…";Hybrid remote in Dallas, TX 75202+5 locations;Posted 13 days ago;
Software Engineer;Dallas;.NET developer;https://indeed.com/company/Ghritachi-Inc/jobs/.NET-Developer-cea6f5ae99d8037d?fccid=3e97c80a41bde1da&vjs=3;Ghritachi Inc;Hi, Please find the below Job Description. If interested, please share your updated resume along with below details. Job Title: .NET developer *Location: …;Dallas, TX;Active 20 days ago;
Software Engineer;Dallas;Senior Software Engineer - DTPGLIDE23;https://indeed.com/rc/clk?jk=9a11ee66435514d4&fccid=78bbcd26e39621f5&vjs=3;WELLS FARGO BANK;"
This developer will maintain and develop new functionality for full life-cycle projects starting from the evaluation of complex business requirements to design,…
";Irving, TX+6 locations;Today;
Software Engineer;Dallas;Senior Full Stack Engineer;https://indeed.com/rc/clk?jk=b62946f84dc349e7&fccid=01b27327b9e5d576&vjs=3;minware;"
We are seeking an ambitious and nice senior engineer who has experience independently executing complex projects and building scalable, maintainable software.
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer, .NET Developer;https://indeed.com/rc/clk?jk=2b4f5b9d827b8adc&fccid=bcf6b3401e8a28e0&vjs=3;File & ServeXpress;"
Drive to understand the vision of a project and work closely with team members to see it through to completion.
NET Web API is a plus.
";Dallas, TX 75220 (North Dallas area);Posted 30+ days ago;
Software Engineer;Dallas;Java Fullstack Developer;https://indeed.com/rc/clk?jk=84ea47edbeb82970&fccid=57077bd28d6e3f33&vjs=3;Virtualware Innovations;"
Proven work experience as a Java Fullstack Developer or similar role, with a strong portfolio of web applications.
";Dallas, TX 75204 (M Streets area)+1 location;Posted 30+ days ago;
Software Engineer;Dallas;Expert Software Engineer - Remote;https://indeed.com/rc/clk?jk=fddae6283389f29a&fccid=f1abf6a3bf31584e&vjs=3;Allscripts;"
Does this look like a great match for your skill set?
1+ years of experience doing cloud development (Azure, AWS, etc.).
";Remote in Dallas, TX 75229+1 location;Posted 21 days ago;
Software Engineer;Dallas;UI / UX Designer;https://indeed.com/rc/clk?jk=916a4eff5fa76dd8&fccid=b3ee0969751e4f33&vjs=3;Homecare Homebase;"
Founded in 1999, Homecare Homebase provides powerful, cloud-based software that streamlines virtually every aspect of a home health or hospice business.
";Remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer, iOS;https://indeed.com/rc/clk?jk=987aada2fab114b7&fccid=e0117173550b758a&vjs=3;LTK USA;"
Competitive compensation and benefits package to meet the needs of you and your family.
We are looking for a talented developer to play an important role in iOS…
";Remote in Dallas, TX;Posted 20 days ago;
Software Engineer;Dallas;Full Stack Developer;https://indeed.com/rc/clk?jk=db0e8ceb9756146f&fccid=c9afdbd0452a8fe1&vjs=3;LP Analyst;"
Support the firm’s data and analytics team on various ‘ad hoc’ projects involving designing and developing APIs that implement complex financial statistics and…
";Dallas, TX 75231 (Northeast Dallas area);Posted 30+ days ago;
Software Engineer;Dallas;Senior Software Engineer;https://indeed.com/rc/clk?jk=a1487a6897a297fc&fccid=50c517592a208a25&vjs=3;iboss;"
Our development scope extends from device specific driver, service, and communication protocols to cloud scalable connectivity and big data processing through…
";Dallas, TX;Posted 2 days ago;
Software Engineer;Dallas;Senior Software Developer;https://indeed.com/rc/clk?jk=d9369472c99f5cd1&fccid=2c5dfc2b9f16d135&vjs=3;Seerist, Inc;"
Coding knowledge and experience with several languages such as: Node, JavaScript, Vue, python.
Participate in discovery sessions aimed at solving though…
";Hybrid remote in Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Developer;https://indeed.com/rc/clk?jk=153bfa4a54e477a9&fccid=06aade20ffc430e4&vjs=3;SpinSci;"
5-7 years experience with JavaScript / Java / Node.js /Express.js and other similar technologies.
Experience working with latest CI/CD development frameworks:…
";Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Software Engineer;https://indeed.com/rc/clk?jk=0cbd30ca32751760&fccid=bc31efd47b07bde9&vjs=3;SigmaSoft;"
Sigma is seeking a Software Engineer to perform the following duties: Analyzes business users’ needs and then designs, develops, codes and tests software to…
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;.Net Software Engineer;https://indeed.com/rc/clk?jk=563827645f4a4c2e&fccid=2666f79e9d1aa134&vjs=3;Unigo;"
Use Git version control system for release/version management of software applications.
Develop database stored procedures and SQL scripts that meet database…
";Irving, TX 75062 (Las Colinas Urban Center area);Posted 30+ days ago;
Software Engineer;Dallas;Digital Solutions Analytical Software Engineer;https://indeed.com/company/Quest-Global/jobs/Solutions-Engineer-2c2730b390928929?fccid=ad3813e46e9342cd&vjs=3;Quest Global;"
Ability to take a project from scoping requirements through actual launch of the project.
Knowledge of machine learning and data science.
";Irving, TX;Posted 30+ days ago;
Software Engineer;Dallas;Principal Software Engineer;https://indeed.com/rc/clk?jk=f74b56892877c5f7&fccid=b3ee0969751e4f33&vjs=3;Homecare Homebase;"
Aggressive continuous learning of both tried and true as well as new techniques and technologies applicable to software development is expected.
";Dallas, TX;Posted 30+ days ago;
Software Engineer;Dallas;Digital Software Engineer Senior Analyst;https://indeed.com/rc/clk?jk=f33be38057894d49&fccid=5bcd1ef0a7f4fb99&vjs=3;Citi;"
Alternatively, employer will accept a Bachelor’s degree in the above fields and 5 years of progressive, post-baccalaureate experience in the above positions.
";Irving, TX+4 locations;Posted 7 days ago;
